day,month,hour,minute,load
2,1,1.0,45.0,53.75
2,1,2.0,0.0,54.41
2,1,2.0,15.0,54.13
2,1,2.0,30.0,54.32
2,1,2.0,45.0,54.45
2,1,3.0,0.0,54.35
2,1,3.0,15.0,54.14
2,1,3.0,30.0,54.43
2,1,3.0,45.0,54.22
2,1,4.0,0.0,54.03
2,1,4.0,15.0,54.08
2,1,4.0,30.0,53.91
2,1,4.0,45.0,53.76
2,1,5.0,0.0,53.64
2,1,5.0,15.0,53.91
2,1,5.0,30.0,54.29
2,1,5.0,45.0,54.45
2,1,6.0,0.0,54.59
2,1,6.0,15.0,54.94
2,1,6.0,30.0,55.52
2,1,6.0,45.0,55.7
2,1,7.0,0.0,55.23
2,1,7.0,15.0,46.8
2,1,7.0,30.0,41.24
2,1,7.0,45.0,44.13
2,1,8.0,0.0,43.79
2,1,8.0,15.0,45.22
2,1,8.0,30.0,45.07
2,1,8.0,45.0,49.04
2,1,9.0,0.0,49.01
2,1,9.0,15.0,48.92
2,1,9.0,30.0,53.39
2,1,9.0,45.0,53.54
2,1,10.0,0.0,54.52
2,1,10.0,15.0,54.54
2,1,10.0,30.0,54.4
2,1,10.0,45.0,56.12
2,1,11.0,0.0,55.93
2,1,11.0,15.0,56.15
2,1,11.0,30.0,56.05
2,1,11.0,45.0,56.46
2,1,12.0,0.0,56.87
2,1,12.0,15.0,57.14
2,1,12.0,30.0,57.23
2,1,12.0,45.0,57.27
2,1,13.0,0.0,56.87
2,1,13.0,15.0,56.66
2,1,13.0,30.0,61.34
2,1,13.0,45.0,61.01
2,1,14.0,0.0,62.13
2,1,14.0,15.0,61.94
2,1,14.0,30.0,61.81
2,1,14.0,45.0,62.84
2,1,15.0,0.0,62.69
2,1,15.0,15.0,63.0
2,1,15.0,30.0,62.86
2,1,15.0,45.0,62.77
2,1,16.0,0.0,62.78
2,1,16.0,15.0,62.52
2,1,16.0,30.0,62.4
2,1,16.0,45.0,62.6
2,1,17.0,0.0,62.54
2,1,17.0,15.0,60.18
2,1,17.0,30.0,60.18
2,1,17.0,45.0,63.04
2,1,18.0,0.0,65.84
2,1,18.0,15.0,64.75
2,1,18.0,30.0,69.63
2,1,18.0,45.0,70.5
2,1,19.0,0.0,74.8
2,1,19.0,15.0,76.04
2,1,19.0,30.0,75.74
2,1,19.0,45.0,74.07
2,1,20.0,0.0,73.48
2,1,20.0,15.0,73.25
2,1,20.0,30.0,73.19
2,1,20.0,45.0,72.78
2,1,21.0,0.0,72.36
2,1,21.0,15.0,72.17
2,1,21.0,30.0,71.61
2,1,21.0,45.0,71.98
2,1,22.0,0.0,71.19
2,1,22.0,15.0,69.39
2,1,22.0,30.0,69.09
2,1,22.0,45.0,68.74
2,1,23.0,0.0,68.63
2,1,23.0,15.0,68.39
2,1,23.0,30.0,64.05
2,1,23.0,45.0,63.42
3,1,0.0,0.0,63.34
3,1,0.0,15.0,59.19
3,1,0.0,30.0,59.09
3,1,0.0,45.0,59.18
3,1,1.0,0.0,58.92
3,1,1.0,15.0,54.76
3,1,1.0,30.0,54.43
3,1,1.0,45.0,54.1
3,1,2.0,0.0,54.46
3,1,2.0,15.0,54.41
3,1,2.0,30.0,54.46
3,1,2.0,45.0,54.37
3,1,3.0,0.0,54.05
3,1,3.0,15.0,54.06
3,1,3.0,30.0,54.26
3,1,3.0,45.0,53.93
3,1,4.0,0.0,49.75
3,1,4.0,15.0,49.92
3,1,4.0,30.0,49.99
3,1,4.0,45.0,50.13
3,1,5.0,0.0,50.2
3,1,5.0,15.0,50.47
3,1,5.0,30.0,50.71
3,1,5.0,45.0,51.14
3,1,6.0,0.0,51.45
3,1,6.0,15.0,51.05
3,1,6.0,30.0,55.81
3,1,6.0,45.0,56.01
3,1,7.0,0.0,55.71
3,1,7.0,15.0,55.27
3,1,7.0,30.0,55.42
3,1,7.0,45.0,55.14
3,1,8.0,0.0,54.91
3,1,8.0,15.0,55.29
3,1,8.0,30.0,56.35
3,1,8.0,45.0,60.08
3,1,9.0,0.0,60.19
3,1,9.0,15.0,55.6
3,1,9.0,30.0,54.34
3,1,9.0,45.0,54.55
3,1,10.0,0.0,55.22
3,1,10.0,15.0,55.97
3,1,10.0,30.0,56.03
3,1,10.0,45.0,55.87
3,1,11.0,0.0,55.59
3,1,11.0,15.0,56.57
3,1,11.0,30.0,57.78
3,1,11.0,45.0,56.58
3,1,12.0,0.0,56.7
3,1,12.0,15.0,56.77
3,1,12.0,30.0,57.08
3,1,12.0,45.0,58.55
3,1,13.0,0.0,58.26
3,1,13.0,15.0,58.66
3,1,13.0,30.0,58.61
3,1,13.0,45.0,58.55
3,1,14.0,0.0,58.86
3,1,14.0,15.0,59.02
3,1,14.0,30.0,59.58
3,1,14.0,45.0,60.55
3,1,15.0,0.0,60.56
3,1,15.0,15.0,60.51
3,1,15.0,30.0,69.63
3,1,15.0,45.0,69.11
3,1,16.0,0.0,68.84
3,1,16.0,15.0,68.52
3,1,16.0,30.0,69.25
3,1,16.0,45.0,68.56
3,1,17.0,0.0,68.57
3,1,17.0,15.0,68.72
3,1,17.0,30.0,68.46
3,1,17.0,45.0,68.08
3,1,18.0,0.0,68.78
3,1,18.0,15.0,71.29
3,1,18.0,30.0,70.83
3,1,18.0,45.0,71.58
3,1,19.0,0.0,76.44
3,1,19.0,15.0,76.89
3,1,19.0,30.0,77.04
3,1,19.0,45.0,77.03
3,1,20.0,0.0,76.1
3,1,20.0,15.0,75.81
3,1,20.0,30.0,75.59
3,1,20.0,45.0,75.12
3,1,21.0,0.0,74.85
3,1,21.0,15.0,75.02
3,1,21.0,30.0,74.28
3,1,21.0,45.0,76.57
3,1,22.0,0.0,75.92
3,1,22.0,15.0,71.98
3,1,22.0,30.0,71.83
3,1,22.0,45.0,71.67
3,1,23.0,0.0,71.62
3,1,23.0,15.0,65.25
3,1,23.0,30.0,66.66
3,1,23.0,45.0,66.57
4,1,0.0,0.0,62.09
4,1,0.0,15.0,62.3
4,1,0.0,30.0,62.25
4,1,0.0,45.0,61.67
4,1,1.0,0.0,61.68
4,1,1.0,15.0,57.86
4,1,1.0,30.0,57.74
4,1,1.0,45.0,57.79
4,1,2.0,0.0,57.64
4,1,2.0,15.0,55.56
4,1,2.0,30.0,57.19
4,1,2.0,45.0,57.4
4,1,3.0,0.0,57.62
4,1,3.0,15.0,57.6
4,1,3.0,30.0,53.48
4,1,3.0,45.0,53.46
4,1,4.0,0.0,52.76
4,1,4.0,15.0,52.78
4,1,4.0,30.0,54.38
4,1,4.0,45.0,54.43
4,1,5.0,0.0,53.99
4,1,5.0,15.0,54.23
4,1,5.0,30.0,54.33
4,1,5.0,45.0,54.63
4,1,6.0,0.0,54.74
4,1,6.0,15.0,55.28
4,1,6.0,30.0,55.26
4,1,6.0,45.0,55.36
4,1,7.0,0.0,55.94
4,1,7.0,15.0,54.64
4,1,7.0,30.0,53.88
4,1,7.0,45.0,54.11
4,1,8.0,0.0,53.7
4,1,8.0,15.0,58.23
4,1,8.0,30.0,58.96
4,1,8.0,45.0,59.51
4,1,9.0,0.0,63.32
4,1,9.0,15.0,61.92
4,1,9.0,30.0,60.84
4,1,9.0,45.0,60.97
4,1,10.0,0.0,64.25
4,1,10.0,15.0,65.86
4,1,10.0,30.0,64.85
4,1,10.0,45.0,65.64
4,1,11.0,0.0,65.86
4,1,11.0,15.0,67.0
4,1,11.0,30.0,67.88
4,1,11.0,45.0,66.86
4,1,12.0,0.0,68.59
4,1,12.0,15.0,64.15
4,1,12.0,30.0,62.93
4,1,12.0,45.0,66.32
4,1,13.0,0.0,62.43
4,1,13.0,15.0,63.46
4,1,13.0,30.0,64.79
4,1,13.0,45.0,65.2
4,1,14.0,0.0,66.6
4,1,14.0,15.0,67.45
4,1,14.0,30.0,68.27
4,1,14.0,45.0,68.42
4,1,15.0,0.0,77.13
4,1,15.0,15.0,77.48
4,1,15.0,30.0,71.61
4,1,15.0,45.0,72.3
4,1,16.0,0.0,71.4
4,1,16.0,15.0,71.49
4,1,16.0,30.0,70.89
4,1,16.0,45.0,70.52
4,1,17.0,0.0,71.45
4,1,17.0,15.0,69.25
4,1,17.0,30.0,69.62
4,1,17.0,45.0,70.64
4,1,18.0,0.0,69.96
4,1,18.0,15.0,69.55
4,1,18.0,30.0,71.69
4,1,18.0,45.0,70.66
4,1,19.0,0.0,75.85
4,1,19.0,15.0,76.64
4,1,19.0,30.0,77.42
4,1,19.0,45.0,76.44
4,1,20.0,0.0,76.46
4,1,20.0,15.0,76.58
4,1,20.0,30.0,76.24
4,1,20.0,45.0,76.39
4,1,21.0,0.0,75.38
4,1,21.0,15.0,70.09
4,1,21.0,30.0,69.89
4,1,21.0,45.0,69.55
4,1,22.0,0.0,69.43
4,1,22.0,15.0,69.5
4,1,22.0,30.0,70.49
4,1,22.0,45.0,71.12
4,1,23.0,0.0,66.97
4,1,23.0,15.0,62.31
4,1,23.0,30.0,62.23
4,1,23.0,45.0,62.0
5,1,0.0,0.0,61.86
5,1,0.0,15.0,61.78
5,1,0.0,30.0,61.61
5,1,0.0,45.0,61.42
5,1,1.0,0.0,61.11
5,1,1.0,15.0,61.06
5,1,1.0,30.0,60.69
5,1,1.0,45.0,56.99
5,1,2.0,0.0,57.21
5,1,2.0,15.0,57.81
5,1,2.0,30.0,56.96
5,1,2.0,45.0,56.75
5,1,3.0,0.0,56.6
5,1,3.0,15.0,56.48
5,1,3.0,30.0,56.32
5,1,3.0,45.0,52.24
5,1,4.0,0.0,52.36
5,1,4.0,15.0,52.59
5,1,4.0,30.0,52.12
5,1,4.0,45.0,52.4
5,1,5.0,0.0,52.78
5,1,5.0,15.0,52.92
5,1,5.0,30.0,53.05
5,1,5.0,45.0,53.17
5,1,6.0,0.0,53.17
5,1,6.0,15.0,53.52
5,1,6.0,30.0,54.53
5,1,6.0,45.0,53.97
5,1,7.0,0.0,53.12
5,1,7.0,15.0,52.53
5,1,7.0,30.0,52.14
5,1,7.0,45.0,52.05
5,1,8.0,0.0,51.4
5,1,8.0,15.0,56.01
5,1,8.0,30.0,56.34
5,1,8.0,45.0,60.93
5,1,9.0,0.0,66.37
5,1,9.0,15.0,65.47
5,1,9.0,30.0,65.0
5,1,9.0,45.0,64.84
5,1,10.0,0.0,69.01
5,1,10.0,15.0,69.96
5,1,10.0,30.0,69.83
5,1,10.0,45.0,69.74
5,1,11.0,0.0,70.04
5,1,11.0,15.0,70.18
5,1,11.0,30.0,68.57
5,1,11.0,45.0,68.1
5,1,12.0,0.0,68.41
5,1,12.0,15.0,69.06
5,1,12.0,30.0,69.24
5,1,12.0,45.0,69.14
5,1,13.0,0.0,69.33
5,1,13.0,15.0,69.74
5,1,13.0,30.0,70.87
5,1,13.0,45.0,73.0
5,1,14.0,0.0,71.16
5,1,14.0,15.0,72.67
5,1,14.0,30.0,72.29
5,1,14.0,45.0,72.19
5,1,15.0,0.0,71.98
5,1,15.0,15.0,71.95
5,1,15.0,30.0,71.5
5,1,15.0,45.0,71.68
5,1,16.0,0.0,71.51
5,1,16.0,15.0,71.54
5,1,16.0,30.0,64.41
5,1,16.0,45.0,64.07
5,1,17.0,0.0,63.87
5,1,17.0,15.0,64.14
5,1,17.0,30.0,64.08
5,1,17.0,45.0,63.75
5,1,18.0,0.0,64.07
5,1,18.0,15.0,64.17
5,1,18.0,30.0,64.91
5,1,18.0,45.0,65.45
5,1,19.0,0.0,70.91
5,1,19.0,15.0,69.45
5,1,19.0,30.0,70.21
5,1,19.0,45.0,68.45
5,1,20.0,0.0,69.76
5,1,20.0,15.0,69.26
5,1,20.0,30.0,70.79
5,1,20.0,45.0,70.3
5,1,21.0,0.0,69.94
5,1,21.0,15.0,69.93
5,1,21.0,30.0,69.41
5,1,21.0,45.0,69.97
5,1,22.0,0.0,68.86
5,1,22.0,15.0,65.97
5,1,22.0,30.0,66.04
5,1,22.0,45.0,64.05
5,1,23.0,0.0,64.24
5,1,23.0,15.0,63.93
5,1,23.0,30.0,59.93
5,1,23.0,45.0,59.23
6,1,0.0,0.0,59.16
6,1,0.0,15.0,58.93
6,1,0.0,30.0,58.85
6,1,0.0,45.0,58.65
6,1,1.0,0.0,54.62
6,1,1.0,15.0,54.59
6,1,1.0,30.0,54.45
6,1,1.0,45.0,54.26
6,1,2.0,0.0,54.39
6,1,2.0,15.0,54.37
6,1,2.0,30.0,53.94
6,1,2.0,45.0,49.63
6,1,3.0,0.0,50.25
6,1,3.0,15.0,49.59
6,1,3.0,30.0,49.5
6,1,3.0,45.0,49.34
6,1,4.0,0.0,49.13
6,1,4.0,15.0,49.43
6,1,4.0,30.0,49.63
6,1,4.0,45.0,50.05
6,1,5.0,0.0,50.06
6,1,5.0,15.0,50.37
6,1,5.0,30.0,50.91
6,1,5.0,45.0,51.73
6,1,6.0,0.0,45.08
6,1,6.0,15.0,51.96
6,1,6.0,30.0,52.0
6,1,6.0,45.0,46.6
6,1,7.0,0.0,52.08
6,1,7.0,15.0,51.15
6,1,7.0,30.0,52.53
6,1,7.0,45.0,53.59
6,1,8.0,0.0,54.03
6,1,8.0,15.0,58.49
6,1,8.0,30.0,58.94
6,1,8.0,45.0,58.98
6,1,9.0,0.0,59.1
6,1,9.0,15.0,63.17
6,1,9.0,30.0,63.34
6,1,9.0,45.0,63.29
6,1,10.0,0.0,63.01
6,1,10.0,15.0,63.54
6,1,10.0,30.0,63.85
6,1,10.0,45.0,68.1
6,1,11.0,0.0,67.76
6,1,11.0,15.0,67.86
6,1,11.0,30.0,67.59
6,1,11.0,45.0,67.29
6,1,12.0,0.0,67.18
6,1,12.0,15.0,67.06
6,1,12.0,30.0,67.16
6,1,12.0,45.0,67.21
6,1,13.0,0.0,67.17
6,1,13.0,15.0,67.38
6,1,13.0,30.0,67.6
6,1,13.0,45.0,67.72
6,1,14.0,0.0,68.21
6,1,14.0,15.0,68.23
6,1,14.0,30.0,67.51
6,1,14.0,45.0,67.39
6,1,15.0,0.0,67.19
6,1,15.0,15.0,71.24
6,1,15.0,30.0,69.69
6,1,15.0,45.0,65.89
6,1,16.0,0.0,65.65
6,1,16.0,15.0,69.84
6,1,16.0,30.0,70.25
6,1,16.0,45.0,69.32
6,1,17.0,0.0,70.42
6,1,17.0,15.0,69.59
6,1,17.0,30.0,69.61
6,1,17.0,45.0,69.79
6,1,18.0,0.0,70.68
6,1,18.0,15.0,71.67
6,1,18.0,30.0,72.22
6,1,18.0,45.0,70.87
6,1,19.0,0.0,72.53
6,1,19.0,15.0,72.71
6,1,19.0,30.0,72.94
6,1,19.0,45.0,73.19
6,1,20.0,0.0,73.11
6,1,20.0,15.0,72.7
6,1,20.0,30.0,72.8
6,1,20.0,45.0,72.26
6,1,21.0,0.0,72.27
6,1,21.0,15.0,71.89
6,1,21.0,30.0,71.48
6,1,21.0,45.0,71.79
6,1,22.0,0.0,71.22
6,1,22.0,15.0,70.68
6,1,22.0,30.0,66.32
6,1,22.0,45.0,66.53
6,1,23.0,0.0,66.35
6,1,23.0,15.0,66.02
6,1,23.0,30.0,65.58
6,1,23.0,45.0,61.48
0,2,0.0,0.0,70.1
0,2,0.0,15.0,62.85
0,2,0.0,30.0,65.69
0,2,0.0,45.0,63.8
0,2,1.0,0.0,63.91
0,2,1.0,15.0,63.35
0,2,1.0,30.0,62.64
0,2,1.0,45.0,62.96
0,2,2.0,0.0,62.85
0,2,2.0,15.0,54.5
0,2,2.0,30.0,58.62
0,2,2.0,45.0,58.46
0,2,3.0,0.0,53.65
0,2,3.0,15.0,58.1
0,2,3.0,30.0,53.21
0,2,3.0,45.0,58.38
0,2,4.0,0.0,58.39
0,2,4.0,15.0,58.34
0,2,4.0,30.0,58.28
0,2,4.0,45.0,58.32
0,2,5.0,0.0,49.02
0,2,5.0,15.0,54.43
0,2,5.0,30.0,54.63
0,2,5.0,45.0,54.83
0,2,6.0,0.0,54.82
0,2,6.0,15.0,50.34
0,2,6.0,30.0,55.61
0,2,6.0,45.0,55.02
0,2,7.0,0.0,55.12
0,2,7.0,15.0,54.71
0,2,7.0,30.0,56.33
0,2,7.0,45.0,56.44
0,2,8.0,0.0,56.38
0,2,8.0,15.0,56.7
0,2,8.0,30.0,51.98
0,2,8.0,45.0,58.29
0,2,9.0,0.0,58.09
0,2,9.0,15.0,58.04
0,2,9.0,30.0,56.49
0,2,9.0,45.0,61.43
0,2,10.0,0.0,61.56
0,2,10.0,15.0,62.15
0,2,10.0,30.0,57.22
0,2,10.0,45.0,62.1
0,2,11.0,0.0,61.72
0,2,11.0,15.0,61.48
0,2,11.0,30.0,66.25
0,2,11.0,45.0,66.52
0,2,12.0,0.0,65.98
0,2,12.0,15.0,66.31
0,2,12.0,30.0,66.91
0,2,12.0,45.0,66.78
0,2,13.0,0.0,66.69
0,2,13.0,15.0,62.86
0,2,13.0,30.0,66.55
0,2,13.0,45.0,63.23
0,2,14.0,0.0,67.08
0,2,14.0,15.0,63.24
0,2,14.0,30.0,67.3
0,2,14.0,45.0,66.9
0,2,15.0,0.0,66.32
0,2,15.0,15.0,68.84
0,2,15.0,30.0,67.79
0,2,15.0,45.0,67.82
0,2,16.0,0.0,63.92
0,2,16.0,15.0,67.87
0,2,16.0,30.0,67.76
0,2,16.0,45.0,67.53
0,2,17.0,0.0,67.26
0,2,17.0,15.0,63.7
0,2,17.0,30.0,67.81
0,2,17.0,45.0,67.4
0,2,18.0,0.0,67.52
0,2,18.0,15.0,64.69
0,2,18.0,30.0,70.88
0,2,18.0,45.0,71.55
0,2,19.0,0.0,76.33
0,2,19.0,15.0,77.59
0,2,19.0,30.0,77.85
0,2,19.0,45.0,78.79
0,2,20.0,0.0,78.65
0,2,20.0,15.0,79.09
0,2,20.0,30.0,79.2
0,2,20.0,45.0,79.0
0,2,21.0,0.0,77.32
0,2,21.0,15.0,78.35
0,2,21.0,30.0,78.35
0,2,21.0,45.0,78.2
0,2,22.0,0.0,78.17
0,2,22.0,15.0,78.3
0,2,22.0,30.0,78.15
0,2,22.0,45.0,74.1
0,2,23.0,0.0,70.16
0,2,23.0,15.0,73.44
0,2,23.0,30.0,73.17
0,2,23.0,45.0,72.89
1,2,0.0,0.0,45.39
1,2,0.0,15.0,48.08
1,2,0.0,30.0,47.97
1,2,0.0,45.0,47.98
1,2,1.0,0.0,47.66
1,2,1.0,15.0,43.37
1,2,1.0,30.0,44.13
1,2,1.0,45.0,43.32
1,2,2.0,0.0,43.32
1,2,2.0,15.0,43.05
1,2,2.0,30.0,43.01
1,2,2.0,45.0,43.12
1,2,3.0,0.0,44.33
1,2,3.0,15.0,44.26
1,2,3.0,30.0,44.41
1,2,3.0,45.0,44.13
1,2,4.0,0.0,43.68
1,2,4.0,15.0,44.68
1,2,4.0,30.0,43.83
1,2,4.0,45.0,43.95
1,2,5.0,0.0,44.2
1,2,5.0,15.0,44.26
1,2,5.0,30.0,43.96
1,2,5.0,45.0,45.63
1,2,6.0,0.0,46.97
1,2,6.0,15.0,47.86
1,2,6.0,30.0,48.47
1,2,6.0,45.0,48.06
1,2,7.0,0.0,47.84
1,2,7.0,15.0,47.2
1,2,7.0,30.0,46.9
1,2,7.0,45.0,50.83
1,2,8.0,0.0,48.29
1,2,8.0,15.0,51.71
1,2,8.0,30.0,51.74
1,2,8.0,45.0,51.89
1,2,9.0,0.0,54.57
1,2,9.0,15.0,51.36
1,2,9.0,30.0,50.01
1,2,9.0,45.0,50.96
1,2,10.0,0.0,52.02
1,2,10.0,15.0,52.32
1,2,10.0,30.0,52.42
1,2,10.0,45.0,52.52
1,2,11.0,0.0,52.44
1,2,11.0,15.0,54.17
1,2,11.0,30.0,53.78
1,2,11.0,45.0,54.1
1,2,12.0,0.0,53.97
1,2,12.0,15.0,52.65
1,2,12.0,30.0,52.2
1,2,12.0,45.0,52.62
1,2,13.0,0.0,49.65
1,2,13.0,15.0,49.75
1,2,13.0,30.0,50.04
1,2,13.0,45.0,52.02
1,2,14.0,0.0,51.62
1,2,14.0,15.0,52.92
1,2,14.0,30.0,53.49
1,2,14.0,45.0,54.09
1,2,15.0,0.0,54.86
1,2,15.0,15.0,53.73
1,2,15.0,30.0,54.18
1,2,15.0,45.0,54.67
1,2,16.0,0.0,54.95
1,2,16.0,15.0,53.41
1,2,16.0,30.0,53.72
1,2,16.0,45.0,54.16
1,2,17.0,0.0,53.01
1,2,17.0,15.0,54.39
1,2,17.0,30.0,49.93
1,2,17.0,45.0,49.66
1,2,18.0,0.0,49.85
1,2,18.0,15.0,49.8
1,2,18.0,30.0,50.17
1,2,18.0,45.0,54.53
1,2,19.0,0.0,54.85
1,2,19.0,15.0,56.93
1,2,19.0,30.0,55.42
1,2,19.0,45.0,55.35
1,2,20.0,0.0,54.36
1,2,20.0,15.0,55.87
1,2,20.0,30.0,55.76
1,2,20.0,45.0,56.07
1,2,21.0,0.0,54.59
1,2,21.0,15.0,53.95
1,2,21.0,30.0,54.01
1,2,21.0,45.0,53.56
1,2,22.0,0.0,53.5
1,2,22.0,15.0,50.47
1,2,22.0,30.0,50.4
1,2,22.0,45.0,55.41
1,2,23.0,0.0,52.75
1,2,23.0,15.0,49.44
1,2,23.0,30.0,49.3
1,2,23.0,45.0,48.73
2,2,0.0,0.0,58.88
2,2,0.0,15.0,58.88
2,2,0.0,30.0,58.88
2,2,0.0,45.0,58.88
2,2,1.0,0.0,58.88
2,2,1.0,15.0,58.88
2,2,1.0,30.0,58.88
2,2,1.0,45.0,58.88
2,2,2.0,0.0,58.88
2,2,2.0,15.0,58.88
2,2,2.0,30.0,58.88
2,2,2.0,45.0,58.88
2,2,3.0,0.0,58.88
2,2,3.0,15.0,58.88
2,2,3.0,30.0,58.88
2,2,3.0,45.0,58.88
2,2,4.0,0.0,58.88
2,2,4.0,15.0,58.88
2,2,4.0,30.0,58.88
2,2,4.0,45.0,58.88
2,2,5.0,0.0,58.88
2,2,5.0,15.0,58.88
2,2,5.0,30.0,58.88
2,2,5.0,45.0,58.88
2,2,6.0,0.0,58.88
2,2,6.0,15.0,58.88
2,2,6.0,30.0,58.88
2,2,6.0,45.0,58.88
2,2,7.0,0.0,58.88
2,2,7.0,15.0,58.88
2,2,7.0,30.0,58.88
2,2,7.0,45.0,58.88
2,2,8.0,0.0,58.88
2,2,8.0,15.0,58.88
2,2,8.0,30.0,58.88
2,2,8.0,45.0,58.88
2,2,9.0,0.0,58.88
2,2,9.0,15.0,58.88
2,2,9.0,30.0,58.88
2,2,9.0,45.0,58.88
2,2,10.0,0.0,58.88
2,2,10.0,15.0,59.2
2,2,10.0,30.0,59.47
2,2,10.0,45.0,61.81
2,2,11.0,0.0,62.21
2,2,11.0,15.0,62.42
2,2,11.0,30.0,62.39
2,2,11.0,45.0,62.53
2,2,12.0,0.0,63.81
2,2,12.0,15.0,67.95
2,2,12.0,30.0,68.69
2,2,12.0,45.0,68.83
2,2,13.0,0.0,69.05
2,2,13.0,15.0,69.32
2,2,13.0,30.0,72.4
2,2,13.0,45.0,72.89
2,2,14.0,0.0,73.19
2,2,14.0,15.0,75.56
2,2,14.0,30.0,75.16
2,2,14.0,45.0,75.5
2,2,15.0,0.0,77.49
2,2,15.0,15.0,76.12
2,2,15.0,30.0,76.28
2,2,15.0,45.0,75.84
2,2,16.0,0.0,75.5
2,2,16.0,15.0,75.39
2,2,16.0,30.0,75.51
2,2,16.0,45.0,75.28
2,2,17.0,0.0,75.63
2,2,17.0,15.0,74.4
2,2,17.0,30.0,70.79
2,2,17.0,45.0,70.16
2,2,18.0,0.0,69.62
2,2,18.0,15.0,68.6
2,2,18.0,30.0,69.87
2,2,18.0,45.0,74.82
2,2,19.0,0.0,75.45
2,2,19.0,15.0,80.02
2,2,19.0,30.0,80.52
2,2,19.0,45.0,80.61
2,2,20.0,0.0,80.1
2,2,20.0,15.0,82.15
2,2,20.0,30.0,80.12
2,2,20.0,45.0,79.84
2,2,21.0,0.0,79.96
2,2,21.0,15.0,75.22
2,2,21.0,30.0,76.97
2,2,21.0,45.0,75.0
2,2,22.0,0.0,75.58
2,2,22.0,15.0,76.19
2,2,22.0,30.0,75.93
2,2,22.0,45.0,76.79
2,2,23.0,0.0,71.82
2,2,23.0,15.0,72.44
2,2,23.0,30.0,68.5
2,2,23.0,45.0,68.05
3,2,0.0,0.0,66.24
3,2,0.0,15.0,66.86
3,2,0.0,30.0,66.84
3,2,0.0,45.0,67.18
3,2,1.0,0.0,62.42
3,2,1.0,15.0,62.33
3,2,1.0,30.0,62.27
3,2,1.0,45.0,62.25
3,2,2.0,0.0,62.13
3,2,2.0,15.0,62.13
3,2,2.0,30.0,62.04
3,2,2.0,45.0,62.11
3,2,3.0,0.0,57.84
3,2,3.0,15.0,57.63
3,2,3.0,30.0,57.61
3,2,3.0,45.0,57.63
3,2,4.0,0.0,56.9
3,2,4.0,15.0,57.18
3,2,4.0,30.0,57.18
3,2,4.0,45.0,57.75
3,2,5.0,0.0,57.76
3,2,5.0,15.0,57.34
3,2,5.0,30.0,56.5
3,2,5.0,45.0,56.81
3,2,6.0,0.0,56.9
3,2,6.0,15.0,57.09
3,2,6.0,30.0,57.55
3,2,6.0,45.0,56.81
3,2,7.0,0.0,58.21
3,2,7.0,15.0,57.41
3,2,7.0,30.0,56.32
3,2,7.0,45.0,56.83
3,2,8.0,0.0,56.27
3,2,8.0,15.0,56.43
3,2,8.0,30.0,60.74
3,2,8.0,45.0,61.37
3,2,9.0,0.0,70.4
3,2,9.0,15.0,67.14
3,2,9.0,30.0,67.54
3,2,9.0,45.0,68.93
3,2,10.0,0.0,69.07
3,2,10.0,15.0,73.14
3,2,10.0,30.0,73.11
3,2,10.0,45.0,73.16
3,2,11.0,0.0,73.25
3,2,11.0,15.0,73.26
3,2,11.0,30.0,73.31
3,2,11.0,45.0,73.31
3,2,12.0,0.0,73.31
3,2,12.0,15.0,73.33
3,2,12.0,30.0,73.27
3,2,12.0,45.0,73.43
3,2,13.0,0.0,75.14
3,2,13.0,15.0,78.19
3,2,13.0,30.0,79.89
3,2,13.0,45.0,80.12
3,2,14.0,0.0,80.51
3,2,14.0,15.0,80.04
3,2,14.0,30.0,82.09
3,2,14.0,45.0,79.73
3,2,15.0,0.0,79.52
3,2,15.0,15.0,79.55
3,2,15.0,30.0,79.33
3,2,15.0,45.0,78.93
3,2,16.0,0.0,79.1
3,2,16.0,15.0,78.5
3,2,16.0,30.0,78.72
3,2,16.0,45.0,76.94
3,2,17.0,0.0,76.61
3,2,17.0,15.0,77.23
3,2,17.0,30.0,71.62
3,2,17.0,45.0,67.55
3,2,18.0,0.0,67.71
3,2,18.0,15.0,67.93
3,2,18.0,30.0,71.04
3,2,18.0,45.0,74.25
3,2,19.0,0.0,78.59
3,2,19.0,15.0,77.77
3,2,19.0,30.0,78.76
3,2,19.0,45.0,79.2
3,2,20.0,0.0,78.15
3,2,20.0,15.0,80.21
3,2,20.0,30.0,78.08
3,2,20.0,45.0,78.25
3,2,21.0,0.0,78.02
3,2,21.0,15.0,78.5
3,2,21.0,30.0,78.78
3,2,21.0,45.0,77.98
3,2,22.0,0.0,82.78
3,2,22.0,15.0,78.29
3,2,22.0,30.0,78.04
3,2,22.0,45.0,77.45
3,2,23.0,0.0,77.09
3,2,23.0,15.0,72.55
3,2,23.0,30.0,72.15
3,2,23.0,45.0,71.98
4,2,0.0,0.0,46.01
4,2,0.0,15.0,42.64
4,2,0.0,30.0,42.4
4,2,0.0,45.0,46.15
4,2,1.0,0.0,45.95
4,2,1.0,15.0,47.87
4,2,1.0,30.0,47.8
4,2,1.0,45.0,48.03
4,2,2.0,0.0,46.83
4,2,2.0,15.0,45.19
4,2,2.0,30.0,45.12
4,2,2.0,45.0,44.16
4,2,3.0,0.0,44.67
4,2,3.0,15.0,39.7
4,2,3.0,30.0,39.88
4,2,3.0,45.0,39.76
4,2,4.0,0.0,40.01
